Brand,Screen_Size,RAM,Processor,GPU,Price,,
Dell,15.6,16,Intel Core i7 13th Gen.,,989.99,,
HP,14,16,Intel Core i3 12th Gen.,Intel UHD Graphics,519.95,,
HP,15.6,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,699.99,,
Lenovo,16,16,AMD Ryzen 7 7000 Series,AMD Radeon Graphics,599.88,,
HP,14,16,Intel Core i7 12th Gen.,NVIDIA T550 Laptop GPU,733.99,,
Lenovo,14,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,408,,
Dell,13.4,8,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,599,,
Dell,13.3,8,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,769,,
Dell,14,4,Intel Core i3 11th Gen.,Intel UHD Graphics,329.99,,
Dell Inc.,15.6,16,Intel Core i7 6th Gen.,NVIDIA Quadro M1200,239.99,,
HP,15.6,8,Intel Core i3 10th Gen.,Intel UHD Graphics,379.99,,
Dell,13,16,Intel Core i3 6th Gen.,Intel HD Graphics 520,195,,
HP,14,32,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,569.99,,
Dell,14,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,499.99,,
HP,13.3,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,699.89,,
Dell,13.3,8,Intel Core i5 8th Gen.,Intel UHD Graphics 620,349.99,,
HP,13.3,8,Intel Core i5 12th Gen.,,639.45,,
Lenovo,15.6,16,Intel Core i7 4th Gen.,INTEL HD GRAPHICS 4600,377.15,,
HP,15.6,8,Intel Core i3 11th Gen.,Intel UHD Graphics,280,,
Dell,14,16,Intel Core i5 8th Gen.,Intel UHD Graphics 620,359.99,,
Dell,15,32,Intel Core i7 10th Gen.,NVIDIA Quadro T2000 with Max-Q Design,623.99,,
Dell,14,32,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,749.99,,
MSI,15.6,16,Intel Core i5 11th Gen.,NVIDIA GeForce RTX 3050,647.75,,
Acer,14,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,963.06,,
HP,14,16,Intel Core i5 13th Gen.,Intel HD Graphics,794.99,,
HP,15.6,8,Intel Core i3 11th Gen.,Intel UHD Graphics,349.99,,
HP,14,8,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,589,,
HP,15.6,8,Intel Core i5 10th Gen.,,449.75,,
Dell,13.4,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,999.88,,
Lenovo,14,32,Intel Core i7 7th Gen.,Intel HD Graphics 620,328,,
HP,15.6,64,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,670,,
Lenovo,14,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,618,,
Dell,14,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,479.99,,
HP,15.6,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,400,,
Dell,15.6,16,Intel Core i7 4th Gen.,AMD FirePro W4170M with 2GB GDDR5,270,,
Dell,15.6,16,AMD Ryzen 7 7000 Series,AMD Radeon Graphics,629.49,,
HP,14,32,Intel Core i5 8th Gen.,Intel HD 620,310,,
HP,13.3,8,Intel Core i5 7th Gen.,Intel HD Graphics 620,900,,
Asus,15.6,8,Intel Core i3 10th Gen.,Integrated Graphics,337.49,,
Dell,14,8,Intel Core i5 10th Gen.,Intel UHD Graphics,292.46,,
Lenovo,12.5,8,Intel Core i5 6th Gen.,Intel HD Graphics,211.45,,
Dell,15.6,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,669,,
Lenovo,13,8,Intel Core i5 8th Gen.,Intel UHD Graphics 620,215.95,,
Microsoft,12.3,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,699.99,,
HP,14,16,Intel Core i7 12th Gen.,Intel(R) Iris(R) Xe Graphics,424.99,,
HP,14,16,Intel Core i5 10th Gen.,,649.99,,
Dell,15,8,Intel Core i5 8th Gen.,Intel UHD Graphics 620,359.96,,
Lenovo,15.6,8,Intel Core i5 13th Gen.,NVIDIA GeForce RTX 3050,700,,
Lenovo,15,16,Intel Core i7 10th Gen.,NVIDIA Quadro P520,496.99,,
MSI,14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,649.99,,
Dell,12.5,8,Intel Core i5 6th Gen.,Intel HD Graphics,224.95,,
Dell,15.6,8,Intel Core i3 11th Gen.,Intel UHD Graphics,374.99,,
Dell,14,8,Intel Core i5 8th Gen.,Intel HD Graphics,224.95,,
HP,14,16,Intel Core i7 4th Gen.,AMD FirePro M4100,320,,
HP,13.3,8,Intel Core i5 11th Gen.,Intel(R) Iris(R) Xe Graphics,460.99,,
Lenovo,14,16,Intel Core i7 10th Gen.,Intel UHD Graphics,429.99,,
Dell,14,64,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,349.99,,
Dell,16,16,Intel Core i7 11th Gen.,Intel UHD Graphics,687.94,,
Dell,14,16,Intel Core i7 8th Gen.,,271.66,,
Asus,15.6,8,Intel Core i3 12th Gen.,,549,,
Microsoft,10.5,4,Intel Core i3 10th Gen.,,329.99,,
Microsoft,12.4,4,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,395,,
HP,15.6,8,Intel Core i5 8th Gen.,Intel UHD Graphics 620,283.49,,
Dell,13,8,Intel Core i3 6th Gen.,Intel HD Graphics 520,195,,
Dell,13.3,16,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,789,,
HP,15.6,64,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,720,,
Dell,15.6,8,Intel Core i5 11th Gen.,Intel UHD Graphics,417.75,,
Microsoft,12.4,8,Intel Core i5 10th Gen.,Intel UHD Graphics,375,,
Dell,14,8,Intel Core i5 8th Gen.,Intel UHD Graphics 620,325.97,,
Acer,15.6,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,379.22,,
Lenovo,14,8,Intel Core i3 10th Gen.,Intel UHD Graphics,374.99,,
Acer,15.6,16,Intel Core i5 10th Gen.,NVIDIA GeForce GTX 1650,699,,
Dell,14,8,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,581.56,,
Lenovo,14,16,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,816.99,,
Dell,14,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,999,,
Dell,13,16,Intel Core i5 8th Gen.,Intel UHD Graphics 620,265,,
Lenovo,14,8,AMD Ryzen 5 5000 Series,AMD Radeon Graphics,429.99,,
Dell,14,16,Intel Core i7 10th Gen.,NVIDIA GeForce MX250,383.99,,
Lenovo,15.6,16,Intel Core i7 11th Gen.,NVIDIA GeForce RTX 3050,749,,
HP,15.6,16,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,579,,
Acer,14,8,AMD Ryzen 3 3000 Series,AMD Radeon Graphics,240,,
HP,14,16,Intel Core i7 4th Gen.,AMD FirePro M4100,285,,
Asus,14,16,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,469.99,,
Dell,15.6,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,899,,
HP,15.6,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,540,,
HP,14,16,Intel Core i5 11th Gen.,,649.95,,
HP,14,16,Intel Core i5 4th Gen.,Intel HD Graphics 4600,215,,
HP,15.6,8,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,387.59,,
Lenovo,14,16,Intel Core i7 10th Gen.,,553.66,,
Dell,14,16,Intel Core i5 6th Gen.,Intel HD Graphics 520,189,,
Dell,15.6,16,Intel Core i7 10th Gen.,NVIDIA Quadro T1000,589,,
Asus,15.6,8,Intel Core i5 11th Gen.,NVIDIA GeForce GTX 1650 Max-Q,600,,
HP,13,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,599.95,,
Dell,14,16,Intel Core i7 9th Gen.,Intel UHD Graphics,779.99,,
Lenovo,15.6,16,AMD Ryzen 7 4000 Series,AMD Radeon Graphics,829,,
Lenovo,15.6,8,AMD Ryzen 5 5000 Series,AMD Radeon Graphics,558.83,,
Dell,14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,679.99,,
Acer,15.6,4,Intel Core i3 10th Gen.,Intel UHD Graphics,227.71,,
HP,14,16,Intel Core i5 8th Gen.,Intel HD 620,250,,
HP,17.3,32,Intel Core i3 11th Gen.,Intel UHD Graphics,599.99,,
Lenovo,15.6,8,Intel Core i3 12th Gen.,Intel UHD Graphics,374.99,,
Acer,15.6,16,Intel Core i5 12th Gen.,NVIDIA GeForce RTX 4050,739,,
Dell,15.6,16,Intel Core i7 8th Gen.,Intel UHD Graphics,299,,
Lenovo,14,16,Intel Core i7 8th Gen.,Intel UHD Graphics 620,599.99,,
Lenovo,15.6,8,Intel Core i5 12th Gen.,NVIDIA GeForce RTX 3050 Ti,764.01,,
HP,15.6,16,Intel Core i7 6th Gen.,Intel HD Graphics 520,290,,
Dell,14,16,Intel Core i5 6th Gen.,Intel(R) HD Graphics 520,250,,
Dell,13.3,32,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,99.99,,
HP,14,8,Intel Core i5 8th Gen.,Intel HD Graphics 620,239.99,,
Dell,14,16,Intel Core i7 8th Gen.,Intel UHD Graphics,239,,
Dell,15.6,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,649.99,,
HP,17.3,64,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,780,,
Dell,14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,519.99,,
Lenovo,14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,689.99,,
AVITA,14,8,Intel Core i5 7th Gen.,Intel HD Graphics 615,559.97,,
HP,17.3,8,Intel Core i5 11th Gen.,,549.7,,
Asus,15.6,4,Intel Core i3 10th Gen.,Intel UHD Graphics,329.99,,
Lenovo,15,32,Intel Core i7 11th Gen.,NVIDIA T1200 Laptop GPU,686.99,,
Lenovo,15.6,32,Intel Core i7 11th Gen.,NVIDIA RTX A2000,975,,
Lenovo,14,16,Intel Core i7 11th Gen.,Intel(R) Iris(R) Xe Graphics,575.99,,
HP,15.6,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,995,,
Asus,16,32,Intel Core i7 12th Gen.,NVIDIA GeForce RTX 3060,999,,
HP,15.6,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,719.99,,
Dell,16,16,Intel Core i7 12th Gen.,Intel(R) Iris(R) Xe Graphics,745.06,,
Dell,14,32,Intel Core i7 8th Gen.,Intel UHD Graphics 620,239.99,,
Dell,14,16,Intel Core i3 10th Gen.,Intel(R) UHD Graphics,179.99,,
Lenovo,14,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,700,,
Lenovo,15.6,8,Intel Core i5 11th Gen.,NVIDIA GeForce GTX 1650,599.99,,
Lenovo,14,4,Intel Core i3 11th Gen.,Intel UHD Graphics,360,,
Lenovo,14,32,Intel Core i7 10th Gen.,NVIDIA GeForce GTX 1650 Ti with Max-Q Design,752.99,,
Lenovo,15.6,16,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,490,,
Lenovo,15.6,8,Intel Core i3 11th Gen.,Intel UHD Graphics,324.75,,
HP,15.6,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,899.99,,
Dell,16,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,999,,
Dell,13,8,Intel Core i3 6th Gen.,Intel HD Graphics 520,185,,
HP,14,8,Intel Core i5 8th Gen.,Intel HD 620,260,,
Dell,15.6,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,669.99,,
Lenovo,14,8,Intel Core i5 10th Gen.,Intel UHD Graphics,699.98,,
Lenovo,14,8,Intel Core i5 7th Gen.,Integrated,373.46,,
MSI,14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,685,,
Lenovo,12.5,4,Intel Core i5 4th Gen.,Intel HD Graphics 4000,185,,
HP,14,8,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,599,,
Dell,14,16,Intel Core i7 12th Gen.,NVIDIA T550 Laptop GPU,658.99,,
Dell,12.5,16,Intel Core i5 6th Gen.,,245,,
Lenovo,14,16,Intel Core i5 12th Gen.,Intel(R) Iris(R) Xe Graphics,619.99,,
Dell,13.3,16,Intel Core i7 7th Gen.,Intel(R) Iris(R) Plus Graphics 640,360.99,,
Asus,15.6,8,Intel Core i3 11th Gen.,Intel HD Graphics 5000,375,,
Dell,13.3,8,Intel Core i5 8th Gen.,Intel HD Graphics 620,329.99,,
MSI,14,8,Intel Core i5 10th Gen.,Intel UHD Graphics,637.49,,
HP,15.6,16,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,739,,
HP,16,16,AMD Ryzen 9 7000 Series,NVIDIA GeForce RTX 4070,449.49,,
Dell,14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,429.99,,
Lenovo,15.6,8,Intel Core i7 8th Gen.,NVIDIA GeForce GTX 1050 Ti,539.99,,
Dell,15.6,16,Intel Core i7 11th Gen.,NVIDIA Quadro T600,832.71,,
Dell,14,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,449.96,,
Dell,14,16,Intel Core i7 12th Gen.,NVIDIA RTX A1000,949,,
HP,15.6,32,Intel Core i7 7th Gen.,AMD Radeon Pro WX 3100,475,,
Dell,15.6,16,Intel Core i7 6th Gen.,NVIDIA Quadro M1000M,245.99,,
HP,15.6,16,Intel Core i7 12th Gen.,,634.99,,
Dell,15.6,8,Intel Core i5 11th Gen.,Intel UHD Graphics,416.75,,
Dell,15,8,Intel Core i3 11th Gen.,Intel(R) UHD Graphics,272.99,,
Dell,15.6,8,Intel Core i7 13th Gen.,Intel UHD Graphics,859,,
Dell,14,32,Intel Core i7 8th Gen.,AMD Radeon RX 540 4GB GDDR5,329.99,,
Dell,13.3,8,Intel Core i5 10th Gen.,Intel UHD Graphics,379,,
Dell,14,16,Intel Core i7 10th Gen.,Intel UHD Graphics G1,479,,
Dell,14,16,Intel Core i5 6th Gen.,,230,,
HP,15.6,8,AMD Ryzen 5 7000 Series,AMD Radeon,679,,
HP,14,16,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,657.06,,
HP,15.6,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,412.66,,
Acer,14,8,Intel Core i5 10th Gen.,Intel UHD Graphics,350,,
Dell,14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,899.99,,
Lenovo,15.6,8,Intel Core i5 11th Gen.,Intel UHD Graphics,509,,
Asus,15.6,8,Intel Core i7 10th Gen.,,700,,
Dell,14,16,Intel Core i5 4th Gen.,Intel Graphics Family,200,,
LG,17,16,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,819.98,,
Lenovo,14,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,950,,
HP,14,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,799.99,,
MSI,15.6,8,Intel Core i5 11th Gen.,NVIDIA GeForce RTX 3050,598.99,,
Acer,15.6,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,599.99,,
LG,17,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,799,,
Dell,14,32,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,999.99,,
HP,14,8,Intel Core i5 10th Gen.,Intel UHD Graphics,229.99,,
LG,15.6,16,Intel Core i7 13th Gen.,,892.06,,
Dell,14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,579.99,,
Dell,15.6,32,Intel Core i7 12th Gen.,NVIDIA RTX A1000 4GB GDDR6,399.99,,
Dell,14,16,Intel Core i5 8th Gen.,Intel UHD Graphics,29.99,,
HP,15.6,8,Intel Core i3 11th Gen.,Intel UHD Graphics,349,,
Dell,15.6,8,Intel Core i7 4th Gen.,AMD FirePro W4170M with 2GB GDDR5,285,,
Dell,14,8,Intel Core i5 6th Gen.,,215,,
Microsoft,15,8,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,876.99,,
Dell,13.3,8,Intel Core i3 11th Gen.,Intel(R) UHD Graphics,422.99,,
HP,15.6,4,Intel Core i3 10th Gen.,Intel UHD Graphics,289.99,,
Dell,14,16,Intel Core i7 12th Gen.,Intel(R) UHD Graphics,536.99,,
HP,15.6,16,Intel Core i5 11th Gen.,,549.7,,
Lenovo,13.3,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,400,,
Dell,15.6,8,Intel Core i5 8th Gen.,Intel UHD Graphics 620,269.95,,
Acer,15.6,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,549,,
HP,14,32,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,704.06,,
Dell,15.6,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,850,,
Asus,15.6,up,Intel Core i3 10th Gen.,Intel UHD Graphics,419,,
Lenovo,14,8,Intel Core i5 13th Gen.,,427,,
HP,14,32,Intel Core i5 8th Gen.,Intel HD 620,330,,
Dell,13,16,Intel Core i3 6th Gen.,Intel HD Graphics 520,195,,
HP,14,16,Intel Core i5 8th Gen.,Intel HD 620,270,,
Dell,12.5,32,Intel Core i5 6th Gen.,,260,,
HP,14,32,Intel Core i5 8th Gen.,Intel HD 620,310,,
Asus,16,8,Intel Core i3 12th Gen.,Intel UHD Graphics 630,359.99,,
Dell,15.6,16,Intel Core i5 13th Gen.,Intel UHD Graphics,779,,
Dell,14,16,Intel Core i5 8th Gen.,Intel(R) UHD Graphics 620,543.99,,
Dell,15.6,32,Intel Core i7 10th Gen.,Intel Iris Plus Graphics,750,,
Dell,13.4,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,849.99,,
Lenovo,15.6,8,AMD Ryzen 5 5000 Series,NVIDIA GeForce GTX 1650,530,,
Dell,15.6,8,AMD Ryzen 5 3000 Series,AMD Radeon Vega 8,569.95,,
HP,15.6,16,Intel Core i7 12th Gen.,,679.9,,
Lenovo,14,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,389,,
Lenovo,15,16,Intel Core i3 11th Gen.,Intel(R) UHD Graphics,316.99,,
Microsoft,12.3,16,Intel Core i7 10th Gen.,,900,,
Lenovo,15.6,32,Intel Core i5 11th Gen.,,751.06,,
Acer,13.5,8,Intel Core i5 10th Gen.,,420,,
Dell,12.5,16,Intel Core i7 8th Gen.,,259.99,,
Gateway,15.6,8,Intel Core i3 11th Gen.,,350,,
Dell,13.3,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,499.99,,
Dell,14,8,Intel Core i5 8th Gen.,Integrated,224.95,,
HP,15.6,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,344.99,,
Lenovo,14,4,Intel Core i3 10th Gen.,Intel UHD Graphics 620,384,,
Lenovo,16,16,Intel Core i5 13th Gen.,Intel UHD Graphics,867,,
Microsoft,12.4,8,Intel Core i5 10th Gen.,Intel UHD Graphics,599,,
Dell,14,8,Intel Core i5 8th Gen.,Intel UHD Graphics 620,249.99,,
HP,15.6,64,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,719.1,,
Lenovo,14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,639.99,,
HP,14,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,468,,
MSI,15.6,32,Intel Core i7 10th Gen.,nVidia GeForce RTX 2060,749.95,,
Microsoft,12.4,4,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,419,,
Dell,15.6,8,Intel Core i7 5th Gen.,,265,,
Dell,14,8,Intel Core i5 8th Gen.,Intel HD Graphics,314.96,,
Lenovo,16,16,Intel Core i7 13th Gen.,Intel Iris Xe Graphics,750,,
HP,15.6,16,Intel Core i7 8th Gen.,Radeon Pro WX 3100,549,,
HP,14,8,Intel Core i5 8th Gen.,Intel HD Graphics 620,314.99,,
Acer,14,8,Intel Core i7 11th Gen.,Intel HD Graphics,500,,
Dell,14,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,729.99,,
Lenovo,14,16,Intel Core i7 7th Gen.,,419.99,,
Dell,15.6,up,Intel Core i3 8th Gen.,,679,,
Dell,14,32,Intel Core i7 10th Gen.,,469.06,,
Lenovo,14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,799.99,,
Dell,15.6,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,612.99,,
Lenovo,15.6,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,699,,
Samsung,15.6,16,Intel Core i7 13th Gen.,Intel Arc A350M,744.99,,
Asus,15.6,4,Intel Core i3 10th Gen.,Intel UHD Graphics,239.99,,
Microsoft,12.4,8,Intel Core i5 10th Gen.,Intel UHD Graphics,379.99,,
Lenovo,16,8,Intel Core i5 12th Gen.,Intel(R) Iris(R) Xe Graphics,419.99,,
Asus,13.3,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,695.99,,
Microsoft,13,8,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,650,,
HP,13.3,8,Intel Core i5 11th Gen.,,405.99,,
Lenovo,15.6,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,420,,
Dell,13.3,16,Intel Core i7 8th Gen.,Intel UHD Graphics 620,279,,
HP,13.3,8,Intel Core i5 8th Gen.,Intel UHD Graphics 620,650,,
Acer,15.6,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,519,,
Dell,14,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,800,,
Dell,14,16,Intel Core i7 9th Gen.,,346.86,,
Acer,14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,849,,
Microsoft,12.4,8,Intel Core i5 11th Gen.,,499.99,,
Lenovo,15.6,4,Intel Core i3 11th Gen.,Intel HD Graphics 3000,245,,
HP,15.6,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,999.99,,
Dell,13.3,16,Intel Core i7 8th Gen.,,324.99,,
HP,14,8,Intel Core i5 10th Gen.,Intel UHD Graphics,499.99,,
Lenovo,14,16,Intel Core i7 10th Gen.,Intel(R) UHD Graphics,344.99,,
Dell,14,16,Intel Core i5 7th Gen.,,230,,
Dell,14,16,Intel Core i7 8th Gen.,Intel UHD Graphics,379.99,,
Microsoft,13,16GB,Intel Core i7 7th Gen.,,439.99,,
Dell,15.6,8,Intel Core i5 8th Gen.,Intel UHD Graphics 620,179,,
Asus,17.3,8,Intel Core i5 11th Gen.,,789.88,,
Microsoft,13,8GB,Intel Core i7 6th Gen.,,950,,
Lenovo,14,8,Intel Core i5 13th Gen.,,424.87,,
Dell,14,32,Intel Core i7 10th Gen.,Intel UHD Graphics,449.99,,
HP,14,32,Intel Core i5 8th Gen.,Intel HD 620,290,,
Dell,16,32,Intel Core i5 12th Gen.,NVIDIA RTX A1000,919,,
HP,14,16,Intel Core i7 4th Gen.,AMD FirePro M4100,299,,
Samsung,13.3,8,Intel Core i7 8th Gen.,,499.99,,
HP,14,8,Intel Core i5 5th Gen.,Intel HD 5500,250,,
Lenovo,15.6,8,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,705.2,,
HP,14,8,Intel Core i5 10th Gen.,Intel UHD Graphics,449,,
Razer,16,16,Intel Core i9 13th Gen.,NVIDIA GeForce RTX 4070,0,,
Lenovo,14,16,Intel Core i5 10th Gen.,Intel(R) UHD Graphics,381.99,,
Dell,14,16,Intel Core i7 8th Gen.,Intel UHD Graphics 620,229,,
Dell,14,16,Intel Core i7 8th Gen.,AMD Radeon RX 540 4GB GDDR5,349.99,,
HP,15.6,8,Intel Core i3 11th Gen.,,450.26,,
HP,14,16,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,645,,
Lenovo,15.6,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,400,,
Lenovo,15.6,8,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,799.99,,
HP,15.6,8,AMD Ryzen 5 7000 Series,NVIDIA GeForce RTX 2050,569,,
Dell,14,8,Intel Core i5 8th Gen.,Intel HD Graphics,279.99,,
Dell,13.3,8,Intel Core i5 8th Gen.,Intel UHD Graphics 620,179.99,,
Lenovo,14,8,Intel Core i5 5th Gen.,Intel HD 520,240,,
Acer,14,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,724.1,,
Lenovo,12.5,4,Intel Core i5 4th Gen.,Intel HD Graphics 4000,165,,
Dell,15.6,8,Intel Core i5 11th Gen.,Intel UHD Graphics,499.49,,
Microsoft,12.4,4,Intel Core i5 10th Gen.,,399,,
HP,15.6,8,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,499.49,,
Dell,14,16,Intel Core i5 10th Gen.,Intel UHD Graphics,449,,
Lenovo,12.5,16,Intel Core i5 5th Gen.,Intel HD Graphics 5500,295,,
Lenovo,17.3,16,Intel Core i7 9th Gen.,NVIDIA GeForce GTX 1660 Ti,850,,
Dell,17.3,32,Intel Core i7 10th Gen.,NVIDIA Quadro RTX 5000,999,,
HP,14,4,Intel Core i3 11th Gen.,Intel UHD Graphics,299.95,,
Asus,15.6,16,Intel Core i7 13th Gen.,NVIDIA GeForce RTX 3050,933.49,,
HP,14,16,Intel Core i5 8th Gen.,AMD Radeon RX 540,375,,
Lenovo,15.6,8,Intel Core i3 11th Gen.,Intel UHD Graphics,329,,
Acer,15.6,8,AMD Ryzen 5 7000 Series,AMD Radeon Graphics,429,,
Lenovo,12.5,4,Intel Core i5 4th Gen.,Intel HD Graphics 4000,195,,
Dell,14,32,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,789.65,,
HP,15.6,32,Intel Core i7 6th Gen.,NVIDIA Quadro M1000M with 2GB GDDR5,425,,
Samsung,15.6,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,620.99,,
HP,15.6,16,Intel Core i7 8th Gen.,AMD Radeon Pro WX 3100,540,,
Lenovo,14,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,779.49,,
Lenovo,14,16,Intel Core i7 7th Gen.,Intel(R) HD Graphics 620,248.99,,
Dell,14,8,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,599.99,,
Lenovo,14,8,Intel Core i3 12th Gen.,Intel UHD Graphics,379,,
HP,13.3,8,Intel Core i5 8th Gen.,i5-8250U,559,,
Dell,15.6,16,Intel Core i7 11th Gen.,Intel Iris Xe Graphics,799.77,,
Lenovo,16,16,Intel Core i5 13th Gen.,Intel Iris Xe Graphics,690,,
MSI,15.6,16,Intel Core i5 13th Gen.,NVIDIA GeForce RTX 4060,899.99,,
Dell,14,8,Intel Core i5 8th Gen.,Intel UHD Graphics 620,229.99,,
Microsoft,13.3,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,190,,
Asus,15.6,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,599,,
Dell,13.3,8,Intel Core i5 10th Gen.,,649.99,,
HP,14,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,433.99,,
Dell,14,8,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,500,,
Dell,14,8,Intel Core i7 6th Gen.,Intel Iris Graphics 540,350,,
HP,14,32,Intel Core i5 12th Gen.,Intel Iris Xe Graphics,680,,
Microsoft,14.4,16,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,899.99,,
Microsoft,12.4,8,Intel Core i5 11th Gen.,Intel Iris Xe Graphics,665,,
HP,16.1,16,Intel Core i7 12th Gen.,NVIDIA GeForce RTX 3060,899,,
Lenovo,15.6,8,Intel Core i5 10th Gen.,Intel UHD Graphics,509.99,,
Microsoft,13.3,16,Intel Core i7 12th Gen.,Intel Iris Xe Graphics,249,,
Dell,15,16,Intel Core i5 12th Gen.,Intel(R) UHD Graphics,554.99,,
Lenovo,17.3,8,Intel Core i5 10th Gen.,Intel UHD Graphics 620,420,,
Dell,15.6,8,Intel Core i5 11th Gen.,Intel UHD Graphics,479,,
